GeneID,Gene,Description,CON,H9,H18
30449,serpinh1b ,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b",2.64,1.26,5.78
30678,pcna ,proliferating cell nuclear antigen,23.43,8.64,42.01
30740,rrm1 ,ribonucleotide reductase M1 polypeptide,1.22,1.38,5.78
57925,cdc25b ,cell division cycle 25B,0.86,1.27,3.33
64280,psmb10 ,proteasome subunit beta 10,4.40,2.75,10.21
81540,tyms ,thymidylate synthetase,0.41,0.22,6.09
140622,atic ,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,2.28,3.14,20.97
192323,mcm3 ,minichromosome maintenance complex component 3,0.68,1.79,7.68
192332,smc4 ,structural maintenance of chromosomes 4,0.57,0.40,1.93
192338,mcm2 ,minichromosome maintenance complex component 2,2.02,2.91,15.00
195818,kif11 ,kinesin family member 11,0.40,0.29,1.31
260437,msh6 ,mutS homolog 6 (E. coli),1.31,2.22,5.28
280648,rdh8a ,retinol dehydrogenase 8a,1.35,1.24,3.67
280649,plk1 ,polo-like kinase 1 (Drosophila),0.54,0.40,2.17
286747,mcm5 ,minichromosome maintenance complex component 5,1.24,3.07,10.91
317740,pola1 ,"polymerase (DNA directed), alpha 1",0.49,0.65,2.74
321033,aif1l ,allograft inflammatory factor 1-like,4.47,6.32,20.39
321193,paics ,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",1.27,2.05,4.33
321452,smc2 ,structural maintenance of chromosomes 2,0.34,0.30,2.42
321948,ddx46 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,2.62,4.41,10.04
322059,pola2 ,"polymerase (DNA directed), alpha 2",0.36,0.42,1.67
322455,cd9a ,CD9 molecule a,3.20,1.54,4.66
322854,anapc5 ,anaphase promoting complex subunit 5,1.21,0.69,2.83
323208,tmem39a ,transmembrane protein 39A,2.47,5.57,15.76
323733,top2a ,topoisomerase (DNA) II alpha,0.86,0.60,2.09
324818,ctsh ,cathepsin H,12.61,7.05,32.97
325179,inppl1a ,inositol polyphosphate phosphatase-like 1a,4.58,2.60,6.89
326888,si:dkey-261m9.9 ,si:dkey-261m9.9,4.12,10.28,36.64
333939,lrpap1 ,low density lipoprotein receptor-related protein associated protein 1,2.90,7.64,26.92
335494,fuca1.1 ,"fucosidase, alpha-L- 1, tissue, tandem duplicate 1",4.24,3.35,9.68
335618,wu:fj29h11 ,wu:fj29h11,1.24,1.33,3.58
336503,ifi30 ,"interferon, gamma-inducible protein 30",13.14,13.91,159.87
337532,wu:fj81e10 ,wu:fj81e10,4.16,3.09,12.04
337598,mcm4 ,minichromosome maintenance complex component 4,1.62,3.49,13.05
352930,gli1 ,GLI family zinc finger 1,0.57,0.18,0.76
368227,hist2h3ca1 ,"histone 2, H3ca1",3.91,2.75,28.58
368327,dpy19l1l ,"dpy-19-like 1, like (H. sapiens)",3.01,3.43,6.95
386701,tubb5 ,"tubulin, beta 5",4.19,5.83,16.35
387260,scarb1 ,"scavenger receptor class B, member 1",1.04,1.55,6.15
393128,manba ,"mannosidase, beta A, lysosomal",1.36,1.93,3.99
393195,rnaseh2a ,"ribonuclease H2, subunit A",4.03,1.30,6.55
393213,gde1 ,glycerophosphodiester phosphodiesterase 1,1.09,1.70,3.93
393283,chd1l ,chromodomain helicase DNA binding protein 1-like,1.34,1.19,2.55
393290,cog6 ,component of oligomeric golgi complex 6,2.26,1.92,4.68
393796,kif4 ,kinesin family member 4,0.43,0.24,1.49
393936,cd2bp2 ,CD2 (cytoplasmic tail) binding protein 2,1.24,1.79,3.49
394048,h2afx ,"H2A histone family, member X",16.91,7.96,70.06
394145,vrk2 ,vaccinia related kinase 2,0.86,1.17,3.25
394241,fancd2 ,"Fanconi anemia, complementation group D2",0.26,0.40,1.69
402950,wbp11 ,WW domain binding protein 11,0.20,0.92,5.22
403012,bub3 ,BUB3 mitotic checkpoint protein,1.98,3.82,10.75
403070,rgn ,regucalcin,1.87,1.51,6.01
405763,kcnh6a ,"potassium voltage-gated channel, subfamily H (eag-related), member 6a",0.23,0.20,1.26
405828,nup43 ,nucleoporin 43,1.22,2.97,7.42
406322,poc1a ,POC1 centriolar protein A,0.35,0.07,1.67
406350,uhrf1 ,ubiquitin-like with PHD and ring finger domains 1,0.36,0.76,3.49
406435,rfc4 ,replication factor C (activator 1) 4,1.18,1.91,5.69
406549,zgc:85975 ,zgc:85975,2.00,3.96,11.12
406713,lipf ,"lipase, gastric",6.15,11.12,39.47
406845,msh2 ,mutS homolog 2 (E. coli),1.88,1.17,3.55
407634,ptpn4b ,"protein tyrosine phosphatase, non-receptor type 4b",0.31,0.53,2.41
407653,prim2 ,"primase, DNA, polypeptide 2",0.88,0.51,2.40
414929,ift57 ,intraflagellar transport 57 homolog (Chlamydomonas),0.32,0.70,2.05
415215,fgfr1op ,FGFR1 oncogene partner,3.13,2.73,6.21
415248,rcn3 ,"reticulocalbin 3, EF-hand calcium binding domain",2.90,1.38,7.05
436607,kpna2 ,"karyopherin alpha 2 (RAG cohort 1, importin alpha 1)",1.87,1.50,8.71
445126,fkbp9 ,FK506 binding protein 9,2.65,2.26,8.95
445390,mybl2b ,v-myb avian myeloblastosis viral oncogene homolog-like 2b,0.07,0.18,1.13
445480,xrcc1 ,X-ray repair complementing defective repair in Chinese hamster cells 1,0.73,1.18,3.27
447865,zgc:92481 ,zgc:92481,2.79,2.05,4.71
447936,hmgb2b ,high mobility group box 2b,7.71,8.26,23.63
447944,fabp11a ,fatty acid binding protein 11a,60.79,85.95,701.37
449835,dut ,deoxyuridine triphosphatase,4.75,4.70,19.26
450055,fbxl3b ,F-box and leucine-rich repeat protein 3b,10.92,3.66,18.79
492327,mospd2 ,motile sperm domain containing 2,2.24,4.41,10.75
492336,anxa3b ,annexin A3b,9.23,4.07,16.09
492520,pgrmc1 ,progesterone receptor membrane component 1,3.62,3.47,10.75
492795,dia1a ,deleted in autism 1a,8.83,3.74,13.37
497282,smchd1 ,structural maintenance of chromosomes flexible hinge domain containing 1,0.86,0.99,2.37
497376,kntc1 ,kinetochore associated 1,0.24,0.19,1.35
497403,cenpf ,centromere protein F,0.19,0.20,0.65
497434,im:7144090 ,im:7144090,1.37,2.10,4.06
503775,rnf213a ,ring finger protein 213a,4.60,4.54,10.67
541385,tmem86a ,transmembrane protein 86A,2.98,4.70,14.95
550237,aspscr1 ,"alveolar soft part sarcoma chromosome region, candidate 1",3.53,4.07,10.51
550326,zgc:110239 ,zgc:110239,7.81,13.48,42.80
550346,cyr61l1 ,"cysteine-rich, angiogenic inducer 61 like 1",0.76,0.74,2.22
550460,zgc:112084 ,hexosaminidase A (alpha polypeptide),2.35,2.84,8.32
550475,ctsk ,cathepsin K,4.98,11.18,40.37
550607,itfg2 ,integrin alpha FG-GAP repeat containing 2,1.22,1.31,3.81
552978,ncapd2 ,"non-SMC condensin I complex, subunit D2",0.42,0.35,3.02
553303,cep135 ,centrosomal protein 135,0.36,0.53,1.86
553405,pole ,"polymerase (DNA directed), epsilon",0.57,0.27,1.00
553561,sub1a ,"SUB1 homolog, transcriptional regulator a",10.63,5.84,23.20
556254,LOC556254 ,si:ch73-1a9.3,9.49,5.14,14.04
556262,si:ch211-207n2.8 ,si:ch211-207n2.8,0.08,0.13,0.55
556313,zgc:153733 ,zgc:153733,1.46,1.93,5.37
556456,pold1 ,"polymerase (DNA directed), delta 1, catalytic subunit",0.41,1.18,4.76
556493,ncapd3 ,"non-SMC condensin II complex, subunit D3",0.43,0.15,1.51
556995,si:dkeyp-35b8.5 ,"ligase I, DNA, ATP-dependent",0.44,0.49,3.70
557021,nub1 ,negative regulator of ubiquitin-like proteins 1,0.50,0.84,1.92
558274,- ,,27.41,26.97,207.04
558570,cenpi ,centromere protein I,0.35,0.38,1.87
558759,adarb1 ,"adenosine deaminase, RNA-specific, B1",0.98,0.92,2.76
558923,palb2 ,partner and localizer of BRCA2,0.08,0.21,0.58
559220,LOC559220 ,si:dkey-261m9.15,2.50,5.79,32.18
559333,si:ch211-11k18.4 ,si:ch211-11k18.4,1.27,2.27,5.40
559752,slc22a18 ,"solute carrier family 22, member 18",0.96,1.45,3.34
559775,lman1 ,"lectin, mannose-binding, 1",1.97,3.67,8.30
560091,dsc2l ,desmocollin 2 like,2.06,1.70,3.91
560238,si:ch211-113a14.15 ,si:ch211-113a14.15,2.60,2.50,27.32
560309,si:ch211-113a14.16 ,si:ch211-113a14.16,4.68,2.11,22.52
560380,si:ch211-113a14.17 ,si:ch211-113a14.17,11.65,9.63,34.60
560527,si:ch211-113a14.19 ,si:ch211-113a14.19,5.65,8.62,42.52
560581,asap2b ,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2b",0.91,1.22,2.12
560591,atad5a ,"ATPase family, AAA domain containing 5a",0.28,0.29,1.12
560748,LOC560748 ,si:ch211-113a14.22,5.83,6.25,40.64
560910,si:dkey-261m9.12 ,si:dkey-261m9.12,4.00,5.01,15.24
561187,si:ch211-113a14.26 ,si:ch211-113a14.26,9.28,5.18,35.16
561285,si:dkey-164k14.1 ,plexin A2,2.83,1.01,4.15
561322,si:ch211-113a14.28 ,si:ch211-113a14.28,1.42,3.24,14.85
561719,LOC561719 ,si:ch73-281n10.2,6.90,2.28,11.34
561865,pdlim3b ,PDZ and LIM domain 3b,5.69,4.21,11.88
562146,LOC562146 ,partitioning defective 3 homolog B,2.16,1.68,10.37
562283,prkdc ,"protein kinase, DNA-activated, catalytic polypeptide",0.96,0.54,1.23
563053,capn2b ,"calpain 2, (m/II) large subunit b",3.62,2.56,8.82
563060,s100u ,S100 calcium binding protein U,0.85,0.78,2.36
563177,LOC563177 ,si:dkey-261m9.11,8.90,8.45,98.52
563212,chaf1a ,"chromatin assembly factor 1, subunit A (p150)",0.13,0.78,5.81
563478,ccdc30 ,coiled-coil domain containing 30,1.00,0.39,1.26
563569,LOC563569 ,si:dkey-261m9.6,1.93,1.25,18.60
563599,fam114a2 ,"family with sequence similarity 114, member A2",2.28,1.44,3.48
564151,clspn ,claspin,0.16,0.28,2.96
564521,mki67 ,marker of proliferation Ki-67,0.83,0.63,3.29
564610,LOC564610 ,uncharacterized LOC564610,1.74,1.10,5.39
565202,LOC565202 ,histone H2A-like,3.16,3.85,28.89
565521,cep192 ,centrosomal protein 192kDa,0.61,0.62,1.33
566409,mcm6 ,minichromosome maintenance complex component 6,0.78,1.82,8.20
566517,aga ,aspartylglucosaminidase,3.35,1.41,4.96
567029,rrbp1b ,ribosome binding protein 1 homolog b (dog),1.55,0.52,3.49
567346,uhrf1bp1 ,UHRF1 binding protein 1,1.48,2.03,4.18
567383,recql4 ,RecQ protein-like 4,0.09,0.04,0.55
567583,si:ch211-241e1.5 ,si:ch211-241e1.5,0.99,0.33,1.54
567619,si:dkey-25o16.4 ,si:dkey-25o16.4,0.34,0.09,0.51
567818,3/8/2016,membrane-associated ring finger (C3HC4) 8,9.65,3.18,12.64
568019,LOC568019 ,uncharacterized LOC568019,0.92,0.56,13.31
568153,LOC568153 ,chemokine-like receptor 1,1.78,0.93,2.55
568666,atp13a2 ,ATPase type 13A2,2.76,3.71,7.59
569585,si:dkey-28g23.4 ,"spectrin, beta, non-erythrocytic 5",0.25,0.38,0.75
570163,LOC570163 ,tripartite motif-containing protein 16,0.39,0.04,0.91
570618,hist2h3c ,"histone cluster 2, H3c",16.48,11.75,72.99
570622,gbp2 ,guanylate binding protein 2,0.90,1.29,3.52
570638,apoc1l ,apolipoprotein C-I like,1.53,2.07,28.52
570661,zgc:194989 ,zgc:194989,7.28,7.70,45.58
571696,zgc:113921 ,zgc:113921,2.55,1.26,6.00
571986,szt2 ,seizure threshold 2 homolog (mouse),1.43,0.97,1.88
572121,incenp ,inner centromere protein antigens 135/155kDa,0.23,0.35,1.96
572548,dclk2 ,doublecortin-like kinase 2a,1.66,0.92,2.47
641415,zgc:123107 ,zgc:123107,1.14,2.13,6.09
767645,zgc:153993 ,zgc:153993,1.63,1.90,4.47
767677,rangap1a ,RAN GTPase activating protein 1a,4.63,3.73,8.40
767720,ssuh2rs1 ,"ssu-2 homolog, related sequence 1",2.90,4.60,14.58
767743,bod1 ,biorientation of chromosomes in cell division 1,2.11,0.78,2.94
767754,cenpe ,centromere protein E,0.69,0.23,1.66
767760,slc17a5 ,"solute carrier family 17 (acidic sugar transporter), member 5",2.25,1.77,4.07
767782,zgc:154164 ,zgc:154164,16.57,15.83,71.83
777610,commd8 ,COMM domain containing 8,2.58,3.98,9.85
777617,athl1 ,"ATH1, acid trehalase-like 1 (yeast)",1.14,0.55,2.71
792532,c21orf59 ,c10h21orf59 homolog (H. sapiens),2.74,1.48,3.75
794255,c3ar1 ,C3a anaphylatoxin chemotactic receptor,2.02,2.24,8.35
794515,LOC794515 ,gastrula zinc finger protein XlCGF57.1,0.22,0.46,1.04
794549,LOC794549 ,histone H4,3.97,2.40,11.18
795041,manbal ,"mannosidase, beta A, lysosomal-like",1.67,2.01,5.84
796446,adprhl2 ,ADP-ribosylhydrolase like 2,4.19,2.57,6.73
797431,zgc:86764 ,zgc:86764,0.36,0.18,1.51
797480,mkl1a ,megakaryoblastic leukemia (translocation) 1a,1.27,1.70,3.16
797792,pargb ,poly (ADP-ribose) glycohydrolase b,0.80,1.05,1.81
798849,si:ch211-217k17.11 ,si:ch211-217k17.11,5.99,7.82,33.32
799570,nasp ,nuclear autoantigenic sperm protein (histone-binding),2.18,1.77,7.09
799805,akr1a1b ,"aldo-keto reductase family 1, member A1b (aldehyde reductase)",5.29,4.40,13.09
100000709,whsc1 ,Wolf-Hirschhorn syndrome candidate 1,0.53,0.48,1.41
100000859,ehhadh ,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",1.47,1.85,3.70
100001004,LOC100001004 ,histone H2A-like,2.56,4.83,33.33
100001092,eif2ak2 ,eukaryotic translation initiation factor 2-alpha kinase 2,0.66,0.99,2.09
100002181,LOC100002181 ,uncharacterized LOC100002181,3.63,3.48,11.87
100002190,cyth3 ,cytohesin 3a,1.19,1.68,3.39
100002272,dusp22b ,dual specificity phosphatase 22b,1.09,0.61,2.97
100003326,im:7160594 ,im:7160594,1.59,2.40,6.46
100003866,znf516 ,zinc finger protein 516,1.15,0.56,2.00
100004171,LOC100004171 ,histone H4,12.53,8.83,35.22
100004199,LOC100004199 ,uncharacterized LOC100004199,1.68,0.73,5.60
100004810,LOC100004810 ,histone H2B 1/2-like,6.73,7.27,47.89
100005291,ercc6l ,excision repair cross-complementation group 6-like,0.22,0.16,1.26
100005308,LOC100005308 ,si:dkey-261m9.17,6.11,8.94,45.59
100005469,fn1a ,fibronectin 1a,10.71,14.80,57.07
100006263,LOC100006263 ,sialoadhesin-like,0.40,0.17,1.23
100006331,LOC100006331 ,histone H2A-like,13.06,7.34,110.93
100006675,prkcba ,"protein kinase C, beta a",0.83,1.01,2.46
100006858,csnk1e ,"casein kinase 1, epsilon",1.37,1.68,5.06
100037336,rfc1 ,replication factor C (activator 1) 1,1.05,0.73,1.87
100037337,ncapg2 ,"non-SMC condensin II complex, subunit G2",0.26,0.16,1.25
100038784,zgc:163047 ,,12.92,11.53,64.01
100124605,zgc:173585 ,zgc:173585,3.87,12.46,53.02
100126027,hist1h4l ,"histone 1, H4, like",2.78,4.55,57.35
100134976,il21r.1 ,"interleukin 21 receptor, tandem duplicate 1",1.38,3.78,11.05
100148704,LOC100148704 ,poly [ADP-ribose] polymerase 14,0.56,1.11,2.15
100149997,LOC100149997 ,histone H2B 1/2-like,0.75,0.83,3.90
100150038,LOC100150038 ,histone H4,3.71,3.12,10.68
100150934,fuk ,fucokinase,0.77,1.14,2.53
100151335,LOC100151335 ,PI-PLC X domain-containing protein 1-like,2.83,3.23,8.04
100329282,LOC100329282 ,band 4.1-like protein 2,4.79,3.27,7.80
100329304,LOC100329304 ,"autophagy related 4D, cysteine peptidase b",1.66,2.46,5.03
100330556,LOC100330556 ,histone H2B 1/2-like,2.45,6.15,31.96
100330918,LOC100330918 ,endoplasmic reticulum metallopeptidase 1-like,2.17,2.38,7.46
100331367,LOC100331367 ,lysine-specific histone demethylase 1B-like,0.98,2.68,7.88
100331439,LOC100331439 ,equilibrative nucleoside transporter 1-like,0.25,0.72,5.41
100332046,tbc1d9b ,"TBC1 domain family, member 9B (with GRAM domain)",1.26,1.41,3.34
100332668,LOC100332668 ,si:dkey-108k21.28,24.91,6.26,64.97
100332784,LOC100332784 ,si:ch73-12o23.1,2.43,2.04,4.10
100332815,LOC100332815 ,si:dkey-108k21.21,1.85,1.27,6.64
100333061,atp8a1 ,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",3.80,1.80,4.86
100333229,kiaa0101 ,KIAA0101 ortholog,0.83,0.81,4.32
100333437,si:dkey-108k21.11 ,si:dkey-108k21.11,1.97,3.49,24.67
100333496,LOC100333496 ,si:dkey-108k21.9,1.69,2.59,21.21
100333596,LOC100333596 ,hepatocyte growth factor-like,0.83,2.00,8.73
100333615,LOC100333615 ,si:dkey-108k21.19,7.58,6.02,51.68
100333736,smco4 ,single-pass membrane protein with coiled-coil domains 4,2.10,1.64,6.63
100333881,tbc1d8 ,"TBC1 domain family, member 8 (with GRAM domain)",2.37,1.63,3.89
100333951,si:ch211-24o10.10 ,"integrin, alpha E, tandem duplicate 1",1.59,2.87,9.66
100334116,LOC100334116 ,hepatocyte growth factor-like,1.76,2.61,10.74
100334300,phldb3 ,"pleckstrin homology-like domain, family B, member 3",1.43,1.00,4.35
100334769,si:ch211-278p9.3 ,si:ch211-278p9.3,0.22,0.31,0.98
100334807,LOC100334807 ,si:ch73-36p18.3,5.31,4.76,36.26
100334994,LOC100334994 ,band 4.1-like protein 2,3.47,3.69,9.08
100536326,LOC100536326 ,uncharacterized LOC100536326,0.72,1.88,5.49
100536401,LOC100536401 ,histone H2B 1/2,1.33,3.29,20.95
100537840,LOC100537840 ,E3 ubiquitin-protein ligase RNF213-like,1.35,2.55,5.53
100537977,iqgap3 ,IQ motif containing GTPase activating protein 3,0.22,0.17,0.66
100538106,LOC100538106 ,histone H2B 1/2-like,1.99,6.49,34.26
100538134,LOC100538134 ,si:dkey-261m9.18,7.58,4.24,60.73
101882398,LOC101882398 ,si:ch211-113a14.6,4.54,4.42,47.52
101882696,LOC101882696 ,uncharacterized LOC101882696,2.28,1.96,6.33
101883411,LOC101883411 ,uncharacterized LOC101883411,1.57,0.48,2.18
101883945,LOC101883945 ,disks large homolog 5-like,1.25,1.29,2.65
101886781,LOC101886781 ,si:ch73-36p18.4,5.73,3.25,43.62
101886938,LOC101886938 ,gastrula zinc finger protein XlCGF57.1-like,0.30,0.22,2.86
103908674,LOC103908674 ,si:dkey-261m9.13,6.30,14.59,58.76
103909881,LOC103909881 ,si:dkey-108k21.15,5.52,7.97,71.30
103909882,LOC103909882 ,si:dkey-108k21.24,2.61,1.84,8.78
103909883,LOC103909883 ,si:dkey-108k21.25,8.08,2.31,39.62
103909889,LOC103909889 ,histone H3-like,3.77,6.10,25.05
103911339,LOC103911339 ,histone H4,14.11,3.11,51.84
103911340,LOC103911340 ,histone H2B 1/2-like,7.01,8.42,49.96
103911341,LOC103911341 ,histone H3-like,9.76,5.16,39.58
30536,emx3 ,empty spiracles homeobox 3,0.00,0.41,0.22
58039,dazl ,deleted in azoospermia-like,0.00,0.15,0.53
58069,mespaa ,mesoderm posterior aa,0.00,0.70,0.50
327320,f5 ,coagulation factor V,0.09,17.47,4.42
360209,pvalb9 ,parvalbumin 9,0.00,0.69,0.35
368242,kmo ,kynurenine 3-monooxygenase,0.00,1.30,1.31
387293,mmp13a ,matrix metallopeptidase 13a,0.14,15.28,3.21
393499,zgc:66426 ,zgc:66426,0.00,0.88,0.91
402861,rab11fip1b ,RAB11 family interacting protein 1 (class I) b,0.08,1.44,1.30
450029,zgc:101806 ,zgc:101806,0.00,0.58,0.15
541527,ocstamp ,osteoclast stimulatory transmembrane protein,0.00,0.24,0.82
553396,mcm10 ,minichromosome maintenance 10 replication initiation factor,0.01,0.26,1.60
559097,LOC559097 ,cholesterol 7-alpha-monooxygenase-like,0.00,0.70,0.16
560359,LOC560359 ,cerebellin-1-like,0.00,0.33,0.25
562247,clcf1 ,cardiotrophin-like cytokine factor 1,0.00,8.45,4.64
562502,si:ch211-195h23.4 ,si:ch211-195h23.4,0.00,0.95,0.58
563744,kcnj2b ,"potassium inwardly-rectifying channel, subfamily J, member 2b",0.00,0.44,0.16
564964,tmem163a ,transmembrane protein 163a,0.12,8.69,22.01
565211,LOC565211 ,von Willebrand factor A domain-containing protein 7-like,0.01,1.74,4.45
566719,trim66 ,RERG/RAS-like b,0.00,0.24,0.60
566999,lhfpl5b ,lipoma HMGIC fusion partner-like 5b,0.00,0.36,0.11
568508,si:dkeyp-68h1.1 ,"cadherin 12, type 2a (N-cadherin 2)",0.00,0.09,0.31
568972,apoc2 ,apolipoprotein C-II,0.00,0.33,0.11
569162,LOC569162 ,B-cell receptor CD22-like,0.02,1.94,6.34
570052,ppp1r18 ,"protein phosphatase 1, regulatory subunit 18",0.06,1.23,1.05
571601,LOC571601 ,bone morphogenetic protein 10-like,0.00,0.18,0.31
677756,illr1 ,"immune-related, lectin-like receptor 1",0.03,0.83,6.97
793259,LOC793259 ,uncharacterized LOC793259,0.00,0.06,0.22
100000863,LOC100000863 ,polymeric immunoglobulin receptor-like,0.00,0.94,3.54
100002392,LOC100002392 ,chemokine CCL-C17a,0.01,9.56,2.31
100002541,zgc:172053 ,zgc:172053,0.00,10.47,2.62
100003397,rnasel2 ,ribonuclease like 2,0.00,0.34,0.06
100003896,ccl34a.3 ,"chemokine (C-C motif) ligand 34a, duplicate 3",0.00,20.97,23.37
100004095,LOC100004095 ,si:ch73-90p23.1,0.16,15.55,4.21
100004921,LOC100004921 ,serine/threonine-protein kinase pim-3-like,0.00,0.78,1.36
100005907,LOC100005907 ,GTPase IMAP family member 7-like,0.00,1.80,0.76
100007763,ccka ,cholecystokinin a,0.00,0.47,0.07
100007937,si:ch211-284o19.8 ,si:ch211-284o19.8,0.09,6.55,1.93
100148619,LOC100148619 ,B-cell receptor CD22-like,0.06,3.58,7.24
100148917,LOC100148917 ,si:ch73-34h11.1,0.00,3.12,2.01
100150830,si:dkey-57k17.1 ,si:dkey-57k17.1,0.25,24.52,22.55
100151036,ipmka ,inositol polyphosphate multikinase a,0.00,0.31,0.89
100151468,LOC100151468 ,polymeric immunoglobulin receptor-like,0.00,0.19,0.72
100270743,si:busm1-172d23.2 ,si:busm1-172d23.2,0.00,0.56,1.71
100270761,scpp8 ,secretory calcium-binding phosphoprotein 8,0.00,53.87,16.38
100330934,LOC100330934 ,prostaglandin D2 receptor 2-like,0.00,0.48,1.19
100331104,si:ch211-193e13.5 ,si:ch211-193e13.5,0.02,6.89,1.22
100331208,LOC100331208 ,"serine peptidase inhibitor, Kazal type 4",0.00,0.85,0.50
100331978,ccl34b.9 ,"chemokine (C-C motif) ligand 34b, duplicate 9",0.00,6.90,0.59
100332348,LOC100332348 ,si:ch1073-67j19.1,0.08,29.64,5.72
100332541,LOC100332541 ,uncharacterized LOC100332541,0.00,0.24,0.71
100332929,gna15.2 ,"guanine nucleotide binding protein (G protein), alpha 15 (Gq class), tandem duplicate 2",0.00,0.61,0.34
100333421,LOC100333421 ,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein,0.00,0.23,0.25
100333723,LOC100333723 ,Ig kappa chain V-III region NG9-like,0.00,0.41,0.33
100334610,LOC100334610 ,natriuretic peptide B,0.00,1.68,1.24
100535079,LOC100535079 ,B-cell receptor CD22-like,0.00,0.41,0.32
100535101,hsp70.2 ,"heat shock cognate 70-kd protein, tandem duplicate 2",0.11,4.62,0.77
100535170,LOC100535170 ,uncharacterized LOC100535170,0.00,0.45,0.12
100535208,LOC100535208 ,uncharacterized LOC100535208,0.00,1.99,1.57
100535263,LOC100535263 ,ubiquitin carboxyl-terminal hydrolase 27-like,0.00,0.12,0.61
100536667,LOC100536667 ,uncharacterized LOC100536667,0.00,0.55,0.46
100536818,LOC100536818 ,CMRF35-like molecule 8,0.00,0.65,0.62
100537138,LOC100537138 ,GTPase IMAP family member 6-like,0.00,0.54,0.14
100537200,LOC100537200 ,B-cell receptor CD22-like,0.00,1.36,1.69
100537286,LOC100537286 ,gastrula zinc finger protein XlCGF57.1-like,0.01,7.69,2.10
100537940,LOC100537940 ,serine/threonine-protein kinase pim-1-like,0.00,0.26,0.81
100538025,LOC100538025 ,si:dkey-203a12.7,0.00,1.21,0.87
100884152,dicp2.2 ,diverse immunoglobulin domain-containing protein 2.2,0.00,1.57,0.79
101882308,LOC101882308 ,uncharacterized LOC101882308,0.00,1.24,1.15
101883449,LOC101883449 ,CMRF35-like molecule 3,0.00,3.49,2.31
101883865,LOC101883865 ,claudin-1-like,0.00,0.71,0.90
101884489,LOC101884489 ,uncharacterized LOC101884489,0.00,0.11,0.11
101884506,LOC101884506 ,uncharacterized LOC101884506,0.00,134.49,38.26
101884795,LOC101884795 ,uncharacterized LOC101884795,0.00,0.63,0.92
101885014,LOC101885014 ,kynurenine 3-monooxygenase,0.00,0.85,2.08
101885190,LOC101885190 ,uncharacterized LOC101885190,0.00,0.45,0.10
101885382,LOC101885382 ,rap guanine nucleotide exchange factor 5-like,0.00,0.29,0.29
101885407,LOC101885407 ,transmembrane protein 132C-like,0.01,0.46,0.15
101885413,LOC101885413 ,uncharacterized LOC101885413,0.00,0.61,0.30
101885702,LOC101885702 ,putative leucine-rich repeat-containing protein DDB_G0290503,0.03,0.73,0.52
103909005,LOC103909005 ,uncharacterized LOC103909005,0.00,0.28,0.12
103909012,LOC103909012 ,uncharacterized LOC103909012,0.00,0.82,0.44
103909176,LOC103909176 ,serine/threonine-protein kinase pim-2-like,0.00,0.17,0.55
103909199,LOC103909199 ,uncharacterized LOC103909199,0.00,0.70,1.73
103909234,LOC103909234 ,uncharacterized LOC103909234,0.00,2.47,0.27
103909378,LOC103909378 ,uncharacterized LOC103909378,0.00,0.34,1.21
103910208,LOC103910208 ,sorting nexin-16-like,0.00,0.61,0.31
103910218,LOC103910218 ,uncharacterized LOC103910218,0.00,0.55,0.26
103910370,LOC103910370 ,sialic acid-binding Ig-like lectin 7,0.00,0.09,0.20
103910731,LOC103910731 ,uncharacterized LOC103910731,0.00,0.25,0.17
103910764,LOC103910764 ,uncharacterized LOC103910764,0.00,1.15,2.07
103910779,LOC103910779 ,zinc finger protein 271-like,0.05,11.72,0.81
103911169,LOC103911169 ,uncharacterized LOC103911169,0.00,1.07,0.55
103911193,LOC103911193 ,uncharacterized LOC103911193,0.00,0.16,0.21
103911376,LOC103911376 ,uncharacterized LOC103911376,0.00,0.11,0.50
103911567,LOC103911567 ,uncharacterized LOC103911567,0.00,0.34,1.15
30094,slc39a7 ,"solute carrier family 39 (zinc transporter), member 7",1.21,3.64,10.05
30117,spi1b ,Spi-1 proto-oncogene b,3.26,30.26,35.45
30210,mafba ,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba,2.90,17.85,16.62
30656,nadl1.1 ,neural adhesion molecule L1.1,1.46,13.25,6.04
57933,caspa ,caspase a,0.94,5.06,3.73
58013,noc2l ,NOC2-like nucleolar associated transcriptional repressor,1.68,14.02,9.10
114463,mafbb ,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Bb,2.72,18.16,39.83
266749,pak2a ,p21 protein (Cdc42/Rac)-activated kinase 2a,1.56,7.28,9.99
266985,npm1a ,"nucleophosmin 1a (nucleolar phosphoprotein B23, numatrin)",5.47,101.98,59.13
286745,ddx55 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55,0.80,3.08,2.54
286777,ddx54 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,1.19,6.55,4.13
